LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS
-30.240148,-51.074184,ESTR OTAVIANO JOSE PINTO,,QUEDA,0,2016-11-25T18:45:00,SEXTA-FEIRA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BOM,NOITE,SUL,25,11,2016,18,5
-30.239893,-51.082067,ESTR OTAVIANO JOSE PINTO,,ABALROAMENTO,0,2016-06-16T12:15:00,QUINTA-FEIRA,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NUBLADO,DIA,SUL,16,6,2016,12,5
-30.237922,-51.081040,R LUIZ CORREA DA SILVA,,ABALROAMENTO,0,2016-12-05T19:50:00,SEGUNDA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,5,12,2016,19,5
-30.236546,-51.094955,ESTR OTAVIANO JOSE PINTO,,QUEDA,0,2016-02-07T20:00:00,DOMINGO,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,7,2,2016,20,5
-30.236467,-51.095068,ESTR OTAVIANO JOSE PINTO,,ATROPELAMENTO,0,2016-06-14T07:45:00,TERCA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,14,6,2016,7,5
-30.233717,-51.095520,ESTR OTAVIANO JOSE PINTO,,COLISAO,0,2016-12-25T18:50:00,DOMINGO,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,25,12,2016,18,5
-30.233562,-51.095534,ESTR OTAVIANO JOSE PINTO,,ATROPELAMENTO,0,2016-10-12T19:57:00,QUARTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,12,10,2016,19,5
-30.230276,-51.097356,ESTR OTAVIANO JOSE PINTO,,ATROPELAMENTO,0,2016-01-30T12:00:00,SABADO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,30,1,2016,12,5
-30.230186,-51.062556,ESTR DO VAREJAO,,COLISAO,0,2016-06-19T19:25:00,DOMINGO,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,19,6,2016,19,5
-30.230186,-51.062556,ESTR DO VAREJAO,,CHOQUE,0,2016-07-30T20:00:00,SABADO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,30,7,2016,20,5
